Author,Publication Date,Review
brightball,"on Oct 29, 2022","I'm a SAFe certified SPC and RTE. Also a programmer with 20+ years of experience.IMO the only real issue with SAFe is that the quality of trainers have probably become diluted. If you have a SAFe instructor without a programming background to go along with it who can understand how all of the pieces involved will affect the people and the process, you're going to end up with pure by-the-book rigid implementer...because they probably don't know any better.I was drawn to SAFe after posting a lot of venting thoughts on my blog, that got picked up here and somebody on this forum recommended a fantastic book to me. The Principles of Product Development Flow: 2nd Generation Lean Product Development by Donald Reinertsen.https://news.ycombinator.com/item?id=17154355This book is not rigid, nor are the principles within it. I used those principles to very successfully run a development group, but I was failing at consistently involving the business side of the house effectively. I looked around for something more formal that was based on his work and I found SAFe. Going through the training, it's about 80% based on that book. You'll recognize all of the underlying principles.But I took so many classes on it because I wanted to make sure I understood SAFe well enough to know the goals of it's structures so that I knew how to adapt effectively. I don't think a lot of SAFe instructors do that.So here's what you need to know about SAFe. They flat out tell you, you are NOT trying to fit the organization into this structure. You're trying to see how the principles of this structure can benefit your organization.If you want an effectively summed up list of the keys of SAFe from everything I've learned it's this:1. Continuous Delivery & Deployment are the primary goals of this structure. There is a huge focus on development pipeline automation and all of the efficiencies that come from it. I have no idea why anyone would think otherwise based on comments in that link, because it's absolutely core to the entire process.2. Prioritization without emotion. SAFe prescribes a formula based approach to prioritization that is essentially a dressed up Return on Investment formula called Weighted Shorted Job First. It recommends structures to get a lot of representatives from the business side of the house to go through and apply relative weights to 3 different factors to establish a Value metric called Cost of Delay and then counts on the technical side of the house to estimate the workload. This helps you prioritize in a way that factors in Opportunity Cost. You have X amount of developer time, if you spend it on this you can't spend it on that.This process is FANTASTIC for everyone involved except the person at the company who is used to getting things prioritized by yelling the loudest. On the business side, everybody has a clear place to have a voice in the company priorities. On the dev side, you never get the ""everything is top priority"" answer that is so common.3. Feature Flags. This is one of the absolute keys from a best practices perspective and it also critical for a continuous delivery environment. It allows dev to deploy to production behind a flag rather than hold stale branches while waiting for marketing, product, etc to give feedback, documentation etc. Product gets the benefit of being able to show features to specific clients, gather feedback, etc in a production environment while everyone else can prepare to release when they are ready...without having to bog down development with that entire process. The idea of separating Deployment from Release is hard for a lot of people to wrap their heads around.The biggest complaints that I see around SAFe are that it's too rigid and/or that it's waterfall.It's neither of these things. It's made to be adapted to your company and all it involves is a collection of best practices that work really effectively together. They adopted a lot of current practices, like Scrum, into Reinertsen's work because it's easier for an organization to adopt it if they think they're already doing a lot of it. Each team within a SAFe environment can use Lean, Scrum, Kanban, etc. It's up to the TEAM entirely. Scrum structures are just there because a lot of people are already using them.As for the waterfall bit, I reject this entirely. There's a large group of people out there that seem to think even acknowledging a dependency means you have a waterfall process and I bristle every time I hear it. The PI Planning structure allows you to coordinate team planning over 8-12 weeks.Have you ever been in a scrum environment where the teams didn't have a clear path to coordinating? It's awful.Moreover, the structure allows (and insists) that your developers actually provide the plan. This means nobody else has handed you a deadline and your entire team gets to have a dialog about what can be done in what amount of time. You discuss tradeoffs with management if they ask for the world and they only really need a piece and then discuss how to get that piece.How many environments leave developers out of this process entirely? Just handing you tasks?I'm a huge fan of SAFe because it's goal is to provide an environment where developers can thrive. Every time I see comments about SAFe and ask questions about it, I get responses like ""they didn't do that in our SAFe implementation.""That's because your upper management nixed it. It's not because it wasn't supposed to be there.Personally, I'm a huge SAFe with Kanban advocate.If you have questions about SAFe at your company or you simply want a second opinion on what you're being told, feel free to hit me up. I'll be happy to answer any questions that I can."
skeeter2020,"on Oct 29, 2022","This post is classic SAFe and SAFe-certified trainer talk:* It starts by stating ""I'm a SAFe consultant now, but at heart I'm a developer just like you!"",* It conflates what SAFE says it does (continuous deployment; empower developers; responsive teams) with what it PRESCRIBES (coordinated release trains; process over people; commitment to long term deliverables up front),* It speaks to the executives and management that will decide to adopt SAFe, not the developers who will need to somehow work within it,* It somehow promises to combine bottom-up agile with top-down date-based delivery commitments then hand-waves away the collision of these intractable approaches,* It pleads that SAFe is not heavy weight even though all SAFe offers is hundreds of pages of process and rituals,* It attacks anyone who is concerned or unwilling to do SAFe, as obviously they'r the ones with a vested interest in not adopting SAFe,* It presents the straw-man argument that the alternative to SAFe is teams that can't coordinate,* It concludes that if you didn't see all the supposed benefits from SAFe, ""you did it wrong"",* Like SAFe itself,it's long, full of platitudes, self-promotional and in the end leaves you ready to surrender just to make it stop.Question for the group: Do you know anyone who's livelihood doesn't directly depend on adopting or enforcing SAFe who is a big booster?My favorite SAFe quote:""SAFe uses agile like a drunk uses a lamp-post: for support, not illumination""."
delusional,"on Oct 29, 2022","> * It conflates what SAFE says it does (continuous deployment; empower developers; responsive teams) with what it PRESCRIBES (coordinated release trains; process over people; commitment to long term deliverables up front),As is common with political initiatives. First the values are listed, then the motivation for those values are presented in a way that nobody can disagree with. Then the slight of hand: the proposed solution is assumed to be the only possible fulfillment of the values. All discussion about the mechanisms by which the solution fulfills the promises of the values is cast as disagreement about the values. ""How could you disagree with coordinating your work"" instead of ""how do you think our activities don't lead to coordination between teams"".It's unfortunately a very effective strategy."
brightball,"on Oct 29, 2022","I’m not a SAFe consultant. I’m certified but I consult on a lot of things: Postgres and application performance tuning, DMARC deployment, pipeline automation and organizational process.I’ve also never certified anyone in SAFe professionally. The principles work but I’m not a believer in adopting it strictly in organizations. Instead I observe and recommend improvements in existing companies once I understand their dynamics.In many cases, aspects of SAFe are effective recommendations.Whether you formally follow the PI Planning approach to get everybody together or you find a better fit for remote staff, letting your devs plan 10 weeks at a time instead of 2 is beneficial for everybody. And cuts down on a lot of every 2 week meetings to support it.And all I’ve shared is my own experience. I constantly see straw men arguments against it posted.When you scrap the SAFe with Scrum approach and replace it with SAFe with Kanban 90% of the ceremonial meetings go away.Most devs I talk to don’t even realize there’s supposed to be a backlog that they prioritize without having to consult the business side of the house.There’s no question that the anti-SAFe crowd has legitimate gripes with bad environments. Their concerns aren’t any more
valid than the concerns of anti-Scrum proponents who have been in bad environments.It’s trying to solve a hard problem but under the hood it’s just best practice after best practice smooshed together.Get the scrum ceremony out and SAFe gets a lot cleaner for everyone involved. You’re basically just adding more ceremony if you use scrum within SAFe. If you use Kanban, you trade for much less frequent ceremony so you can focus.SAFe instructors are taught WITH the scrum ceremony and IMO that is the root of all of the blowback."
drran,"on Oct 29, 2022",N/A
29athrowaway,"on Oct 30, 2022","If you haven't met the customer, it's not agile.Product owners are not the customer. Scrum is watered down agile.SAFe is simply not agile."
namdnay,"on Oct 29, 2022","Ahhh feature flags, the sick organization’s last crutch.Three years down the line, every customer is using a slightly different combination within the hundred flags that have appeared, you’ve just fallen back the latest release for the fifth time because of an unforeseen interaction between three unrelated flag states, and then you go through the test suites and you realize that it is mathematically impossible for you to cover every combination :)"
brightball,"on Oct 31, 2022",That's not feature flags. You're referring to user options that individuals or companies can enable or disable.Feature flags are controlled entirely by the product team and designed to be removed after the product team has formally released the feature everywhere. Good feature flag systems like Unleash even track stale flags so you don't forget to remove them.
asplake,"on Oct 29, 2022","I know Don Reinertsen and I did his training workshop a years ago.The thing is, you can’t take a set of principles (which his stuff is) and then claim that rolling out your design (a different beast entirely) means that the poor customer is following them too. Ok you can try, but it wouldn’t be true.FWIW I’m the author of one of the better-known Kanban books. Plenty of Don’s influence in that world too (a good thing), not that I’m active there now"
brightball,"on Oct 30, 2022",Just ordered a copy. Looks like a great read.
flerchin,"on Oct 29, 2022","In practice, all the ills that you decry as NOT SAFe, are what happen at every organization that I have been a part of that tried SAFe. The prescriptive framework and focus on process over people are the easy part, and an easy trap to fall into."
CipherThrowaway,"on Oct 30, 2022",Have you worked in many environments that have implemented SAFe well? These theoretical benefits seem to be hard to translate into practice.
throwaway93494,"on Oct 30, 2022",">The biggest complaints that I see around SAFe are that it's too rigid and/or that it's waterfall.It is incredibly rigid though.Very few people on my team files defects; in fact in the last year we've probably had 4 maybe opened internally. This is in spite of the fact that there's constant complaints and identified problems and risks that we keep finding.The problem is that in filing a defect, we must go through the entire ceremony. The PO and SM must evaluate and prioritize, then gather the team so that more details can be filled, a Definition of Done written, acceptance criteria written, and the time estimates voted on. Along with the the fact that the defect requires two reviewers to read over and approve merges, and then an additional two reviewers to read over and approve the defect.It's more time and cost effective for us on the team to wait until either someone else finds it, or until it actually explodes, rather then going through the rituals of preventing the problem in the first place because we strictly follow good SAFe practices.During PI planning is when it really comes to a head; often times stories have to be tortured into either fitting into our mandates that no stories can be over estimated over 3 points. The mandates been a mixed bag; in some cases it sensible splits the feature into an investigative phase and an implementation phase. But other times we have to torture the story to the point where the split is meaningless or even detrimental to the delivery of the feature.Just a rough example; if we split the time boxed investigation, the implementation story is in the next sprint kept at the same story points even if it turns out we've drastically underestimated the work. It also perverse incentivizes just voting 3 points even if it's a slightly more complicated work because the team often doesn't want to deal with the headache of writing more stories, and pressure during PI planning to get it done.>Have you ever been in a scrum environment where the teams didn't have a clear path to coordinating? It's awful.It's still pretty bad. PI planning for us is 2 weeks of planning for a 12 week PI. 8 hour days of nothing but sitting in a virtual meeting room staring at someone write up stories and then voting on them (to be fair we've gotten it down to 2 weeks now by running some of the ART planning in parallel). And these stories are not easy to write; the current standing directive is that they need to be detailed enough so that anyone off the street, irregardless of level of skill or familiarity, can read the story and bring it to completion (which has led to some disagreements on how long it should take to write a story). Then voting on story points which in theory are supposed to be complexity but in reality are treated as 1 story point = 1x 8 man hours.The two week sprints in the PI starts with a 3 hour review meeting. During this time we also have to come up with sprint goals, often times an exercise that ends up with our SM instructing that he didn't care what goals were (which has about the effect one would expect; meaningless goals).Then we have another 3 hours planning where the PO reads off a chart that could've have sent prior to the customer as an email with an executive summary, followed by time spent by the SM calling out stories and then asking for volunteers. And then voluntelling if no one does.Each day is then set with a 15 minute scrum and then an additional hour standing review / second daily check in. So every day is at minimum 75 minutes of meetings per day. And the SAFe process really does encourage mediocrity if not idiocy (one of the biggest pushes for return to the office I've heard in fact is because SAFe requires face to face meetings. This was said by certified SAFe Professionals).>I'm a huge fan of SAFe because it's goal is to provide an environment where developers can thrive. Every time I see comments about SAFe and ask questions about it, I get responses like ""they didn't do that in our SAFe implementation.""I went through SAFe training. We have something around 15 or so certified SAFe Professionals. One of the things that really stuck with was this ridiculous sentence; that we have teams build ownership by letting them pick their own team name. Not by letting them decide architecture. Or somehow figuring out how to build trust between the SM/PO and the team. By letting them pick. A team name. And this was stated straight faced and completely seriously by a certified SAFe Professional with two other certified SAFe Professionals.Kind of gives you a hint of how we've implemented SAFe. All of the rituals followed, all of the ceremonies performed, but done in an air distrust between management and  engineers. It's not that it's all bad; there's many pieces that makes sense but many more that don't and if the foundation is on the view from management that engineering is little different then factory work..... well, just look around this thread. I think you can see the result."
brightball,"on Oct 31, 2022","There are two things you're saying that simply don't align here:> we strictly follow good SAFe practices.and> PI planning for us is 2 weeks of planning for a 12 week PIThis is a hellhole that in no way reflects good SAFe practices. PI Planning is 2 days. 2.5 if you're partially time shifted to accommodate teams in disparate time zones.There's so much more about this that I want to respond to but I'm going to shorten it to this: SAFe calls for planning a maximum of 2/3 of your estimated capacity (based on historic velocity) and then leaving the last 2 weeks of the PI entirely unplanned. All of this is built in buffer time specifically to ensure time built in to deal with unexpected things that will inevitably come up. Defects in production should be addressed immediately in any environment.Any label put on the process your describing is probably not fair, whether somebody called it SAFe or Scrum or Kanban or Lean or Extreme Programming or whatever else.This is simply a terrible and broken environment facilitated by people who apparently had no idea what they were doing. This is an environment where managers have exerted strict control rather than allowing people close to the problem to take the action that they know needs to be taken. Which is again...not SAFe."
throwaway93494,"on Nov 2, 2022",">This is a hellhole that in no way reflects good SAFe practices. PI Planning is 2 days. 2.5 if you're partially time shifted to accommodate teams in disparate time zones.Our PI planning consists of a combined demo session and Q&A, a combined I&A, then separate demos and I&A's for each of the ART's. That in of itself can take 1 to 2 days because of the number of demos that each ART has to include. Then 3 or 4 days of team breakouts for writing stories, a full day for draft plan review, then another 2 to 3 days ish days to take in feedback from the review and adjust the plans, then another day of final draft plans review.You can't fit that into two days. You can't even fit that into a week. But those those rituals are more core to SAFe Agile then an arbitrary time frame for PI Planning. So the 2 day limit had to be dropped to fit in the core principles of SAFe.So yes it does align and yes it follows good SAFe Practices. Didn't you yourself say that one shouldn't try to the organization into SAFe's structure?> There's so much more about this that I want to respond to but I'm going to shorten it to this: SAFe calls for planning a maximum of 2/3 of your estimated capacity (based on historic velocity) and then leaving the last 2 weeks of the PI entirely unplanned. All of this is built in buffer time specifically to ensure time built in to deal with unexpected things that will inevitably come up. Defects in production should be addressed immediately in any environment.Our sprints are loaded to 50% to 65%, with few exceptions. But with how big our team is, that means that 2/3 loading is around 40 points per sprint that needs to be planned. And our standard practice also are expected to pull in New Features / stories from the next sprint, or work on items as assigned by the PO from the backlog if things are finished on schedule.>This is simply a terrible and broken environment facilitated by people who apparently had no idea what they were doing. This is an environment where managers have exerted strict control rather than allowing people close to the problem to take the action that they know needs to be taken. Which is again...not SAFe.All our Certified SAFe Professionals says this is SAFe. The training I got aligns to what we practice. This is SAFe by the strictest definition of following processes and practices.But like Russian elections and referendums, you can have all the form, technically meet all the criteria, and have none of the of substance. And be honest... would it surprise you one bit to think that insincere ceremony isn't exactly what many so called leaders want?"
tbalsam,"on Oct 30, 2022","Thank you for helping me recognize that the hellhole I'd previously worked in in my first software dev job out of college was a SAFe gig. I'd referred to it a lot as ""weaponized agile"" (which I believe it is), but somehow I hadn't connected the dots of my middle manager casually mentioning safe to the inane, almost preschooler level of sticker-award-insult that strips away developers abilities to, well, do what they've spent their career learning to do and instead ""gives them the ability"" to ""pick their own team names (and we can name our epics in a theme! :"") )"" (insert gratuitous ""yay""s, clapping, and suggestions of how fun it will be).This helps paint a lot of things in retrospect a lot more clearly. As you can see, I am still intensely salty about this experience many years later. >:')"
ketzo,"on Oct 29, 2022",N/A
skeeter2020,"on Oct 29, 2022","I'm currently going through my second company implementing SAFe. The first one no longer does it, and I'm likely to quit here because of the adoption. You should try to experience first-hand rather than come to a conclusion from random detractors and random SAFe consultants. My single piece of data: If I poll all the software developers who I've worked with directly under SAFe, some hate it, many just live with it, but NONE are huge boosters or advocates. I think that speaks to disconnect between SAFe advertising and SAFe reality."
ketzo,"on Oct 30, 2022","I did work at a company that implemented SAFe, and it was miserable. I am interested to read commentary from someone who has had a good experience, because those seem to be so rare."
charbull,"on Oct 29, 2022","I had a very good experience using safe 4.x
The whole department participated.
Edge Software
Cloud platform
Application teamIt allowed the 3 teams to have better communication, things were written, we knew what we are building and how/who is using it. 
Met with stakeholders regularly for feedback and better understanding of the business in general, the strategy and why we need to land this feature either to differentiate or because it is priority 0 asked by many customers.As a team member safe allowed me to understand why what I am working on is important for the business and how it brings value.I wonder if it is a people problem that we are blaming safe for or an actual process problem?"
tbalsam,"on Oct 30, 2022","Some problem might be it's both a people and a process problem. There may be little to nothing about it that is objectively, technically ""wrong"". But maybe it doesn't work for 90-95% of people.It sounds like most of what you listed is something that could be accomplished with a good scrum team that has a well-defined, prioritized, and pruned backlog (as necessary.... :))"
derekbaker783,"on Oct 30, 2022","None of that requires SAFe, and would be probably be less costly to achieve without SAFe."
lostdog,"on Oct 30, 2022",Describe how it works in 1 paragraph or less.
orzig,"on Oct 29, 2022","I read as much of the site as I could, but could  somebody explain: how is SAFe different than the original agile manifesto?"
fidrelity,"on Oct 29, 2022","The agile manifesto does not dictate any team or organisational structure.SAFe prescribes a bunch of structures, councils and processes. It is by design anti agile.Edit: this image highlights the paradox: https://www.agilest.org/wp-content/uploads/2018/03/scaled-ag...Just try to count all the roles and processes prescribed."
JamesSwift,"on Oct 30, 2022","And I would just like to emphasize, most of the terms and titles you see on that slide are capital-letter Proper Nouns. The agile manifesto is more a _vibe_ about how to think about work, and how to approach the process. SAFe is a full on cult that absolutely depends on every single part on that slide doing exactly what is prescribed, or else it all falls apart."
isoprophlex,"on Oct 29, 2022","If anyone comes and tries to sell you stuff using a chart that looks like that, better show them the door immediately. That thing seems optimized to cause upper management hypnosis by its expertly designed cavalcade of hollow bullshit terminology."
FridgeSeal,"on Oct 30, 2022","I've never seen this chart before, but I've worked with people previously that I  know would get instantly giddy with excitement looking at this.The meaningless terms, the disconnected-flow-chart-but-not-a-flow-chart, the deluge of acronyms, the weird visuals and the inscrutable words and relationships, it's all there.It's a document I'd attempt to create if I was trying to parody consultants and business shenanigans, but it's real."
db48x,"on Oct 29, 2022",I’m having an allergic reaction after looking at that chart. Where did I put that epipen?
gherkinnn,"on Oct 29, 2022",Very lean indeed.
bitwize,"on Oct 29, 2022","SAFe is basically Rational Unified Process (cross-team waterfall) with a coat of Agile paint. No one in a SAFe organization thinks it's particularly agile, but it meets certain business needs (total visibility and the appearance of control by upper management).SAFe is a key component of an ""agile transformation"" which is a bit like the ""peace process"" between Israel and Palestine: the participants who implement the process are best served if no progress is made while they project the illusion that progress is being made."
cpeterso,"on Oct 29, 2022","Here's a 2019 presentation from Lockheed Martin about how they are implementing SAFe for their F-16 software development. They went from throwing a whole new program over the wall to flight test in 3-4 years to delivering an testable increment (of the new program) in 9 months. Their total program delivery is no shorter, but they now get test feedback on increments years sooner.https://www.youtube.com/watch?v=nvfYLZ52zX0"
pjbeam,"on Oct 30, 2022",SAFe was implemented top down at CVS Health when I was there. Main benefit I got from it was the parties in the evenings after PI Planning days were excellent.Otherwise I don't miss anything about it.
muaytimbo,"on Oct 30, 2022","I worked at a company where the new CTO instituted SAFe (which he used at a previously failing company).It was an unmitigated disaster, everyone was miserable. Developers were leaving so quickly consultants were brought in to stem the bleed.When I left the CTO was trying to retain the little talent there was left by holding monthly Q&A sessions. The final question I heard before I left was something like, “why are the consultants treated better than the employees? They don’t have to do SAFe.”"
anyonecancode,"on Oct 30, 2022","I worked for several years at a company that was known for its use of agile. I had my critiques, but overall was a fan. Then I moved on to a much larger company and heard of SAFE, and my initial reaction was ""isn't SAFE axiomatically an oxymoron?"". Subsequent experience at that large company reinforced that initial impression."
danabrams,"on Oct 29, 2022","The SAFe promise is that you can make your enterprise agile without any of the difficult changes that senior and middle management have to make to truly make agile. Just pay scaled agile lots of money for your project managers to become certified.It’s like a diet that promises you can eat as much of whatever you want, as long as you pay."
jxf,"on Oct 30, 2022","As a former Thoughtworks leader who is mentioned by proxy on this website, it's pretty lightweight in how it describes the attitude towards SAFe. It was almost universally a failure in any company that adopted it. Frequently I landed business merely because a company was trying to unwind SAFe."
oaiey,"on Oct 30, 2022","SAFe is agile process for the R&D management level and not on team level (where it is effectively a 3 months waterfall).This analogy never fails me. SAFe brings tools and benefits on that level. For everyone below, it is waterfall pain."
ChuckMcM,"on Oct 29, 2022","What SAFe does is provide some sort of visibility and accountability to senior management. (Which waterfall did before it) Until the Agile community can come up with a reliable way of identifying and firing the low performers for senior management, they will keep pushing down requirements like SAFe on the organization. Fortunately, the level of opacity between budget managers (P/L) vs execution managers usually doesn't get this bad until you've got 10 - 20K employees."
ResearchCode,"on Oct 29, 2022","How does SAFe reliably identify ""low performers""? Top companies tend not to do SAFe, I don't see the issue this solves. But I'd easily see SAFe creating low performers."
ethbr0,"on Oct 29, 2022","By mandating visibility.And let's be honest, SAFe is not for ""I can attract talented people who can self-manage"" companies. It's for ""75% of my developers are scraping the bottom of the barrel, but I take what I can get because my company isn't sexy."""
bitwize,"on Oct 29, 2022","> What SAFe does is provide some sort of visibility and accountability to senior management.This is true of all Agile methodologies adopted by corporations.If it weren't true, the methodology would not be adopted."
dunno7456,"on Oct 29, 2022",This is a reflection of agile brin dead on the water when it comes to it's promises.
rqtwteye,"on Oct 30, 2022",Anybody who looks at the SAFe diagram and doesn’t think it’s sheer lunacy has never done any real project work. And calling this “agile” is an insult.
JulianMorrison,"on Oct 29, 2022","In my experience, if what you've got is a months-ahead plan where management sets the deadlines AND controls the scope via pressuring the line manager, and delivery relies on crunch time and panicky de-scoping and working to the letter and not the spirit of the contract, then what you have is waterfall in a fedora and a Groucho Marx novelty disguise."
SSLy,"on Oct 29, 2022",N/A
yakshaving_jgt,"on Oct 29, 2022",> is there anything betterYes. Not doing SAFe.
Smeevy,"on Oct 29, 2022",Doesn't that fundamentally undercut the incremental value delivery and CI/CD progression that SAFe promises?
derekbaker783,"on Oct 30, 2022",Yes
29athrowaway,"on Oct 30, 2022",The max size of an ART is 125
travisgriggs,"on Oct 30, 2022",SAFe is to early agile what modern Christianity is to early Christendom.(I am a frustrated Christian)
faangiq,"on Oct 29, 2022",N/A
